"DESHOTEL","DESSEGMENTO","FECESTADIAHUESPED","FECCORTE","FLAG_STG","ROOM_REVENUE","ROOM_NIGHT"
"Cusco","GROUP LEISURE",22/11/20,22/11/18,"1",960.6,9
"Cusco","GROUP LEISURE",27/03/20,22/11/18,"1",545,5
"Cusco","GROUP LEISURE",19/05/19,22/11/18,"1",6512.49,52
"Cusco","GROUP LEISURE",26/02/20,22/11/18,"1",4872.91,31
"Cusco","GROUP LEISURE",14/03/20,22/11/18,"1",1116.76,10
"Cusco","GROUP LEISURE",24/10/19,22/11/18,"1",10038.31,58
"Cusco","GROUP LEISURE",17/04/19,22/11/18,"1",4191.14,32
"Cusco","GROUP LEISURE",18/04/19,22/11/18,"1",4500.66,35
"Cusco","LEISURE",04/11/19,22/11/18,"1",3247.59,18
"Cusco","LEISURE",07/11/19,22/11/18,"1",3067.17,17
"Cusco","GROUP LEISURE",22/05/20,22/11/18,"1",545,5
"Cusco","GROUP LEISURE",16/07/20,22/11/18,"1",545,5
"Cusco","GROUP LEISURE",24/12/19,22/11/18,"1",1795.09,17
"Cusco","GROUP LEISURE",06/04/19,22/11/18,"1",2520.21,25
"Cusco","LEISURE",15/03/19,22/11/18,"1",5635.24,35
"Cusco","GROUP LEISURE",16/06/20,22/11/18,"1",960.6,9
"Cusco","GROUP LEISURE",10/10/20,22/11/18,"1",887.24,5
"Cusco","LEISURE",25/05/19,22/11/18,"1",2211.91,15
"Cusco","LEISURE",29/05/19,22/11/18,"1",1376.61,10
"Cusco","GROUP LEISURE",01/10/20,22/11/18,"1",872,8
"Cusco","GROUP LEISURE",25/05/19,22/11/18,"1",7640.45,64
"Cusco","GROUP LEISURE",01/07/19,22/11/18,"1",2276.06,20
"Cusco","GROUP LEISURE",06/06/19,22/11/18,"1",3826.07,32
"Cusco","LEISURE",27/04/19,22/11/18,"1",4834.56,33
"Cusco","LEISURE",22/11/20,22/11/18,"1",0,18
"Cusco","LEISURE",15/06/19,22/11/18,"1",2407.26,16
"Cusco","LEISURE",12/06/19,22/11/18,"1",2985.68,15
"Cusco","LEISURE",10/07/19,22/11/18,"1",3254.98,15
"Cusco","GROUP LEISURE",28/07/20,22/11/18,"1",960.6,9
"Cusco","LEISURE",07/12/18,22/11/18,"1",3836,21
"Cusco","LEISURE",26/01/19,22/11/18,"1",1791.54,10
"Cusco","GROUP LEISURE",14/01/19,22/11/18,"1",282.97,2
"Cusco","GROUP LEISURE",29/07/20,22/11/18,"1",960.6,9
"Cusco","LEISURE",12/09/19,22/11/18,"1",2222.63,20
"Cusco","GROUP LEISURE",14/05/20,22/11/18,"1",327,3
"Cusco","GROUP LEISURE",12/11/20,22/11/18,"1",327,3
"Cusco","GROUP LEISURE",27/05/19,22/11/18,"1",3056.14,27
"Cusco","GROUP LEISURE",17/06/19,22/11/18,"1",3151.95,28
"Cusco","LEISURE",27/08/19,22/11/18,"1",2170.38,12
"Cusco","LEISURE",28/10/19,22/11/18,"1",1404,6
"Cusco","GROUP LEISURE",07/10/20,22/11/18,"1",960.6,9
"Cusco","OTHER",31/12/18,22/11/18,"1",960,17
"Cusco","OTHER",07/12/18,22/11/18,"1",1110,19
"Cusco","OTHER",01/01/19,22/11/18,"1",320,8
"Cusco","GROUP LEISURE",12/11/19,22/11/18,"1",1323.65,13
"Cusco","GROUP LEISURE",29/12/18,22/11/18,"1",2058.96,19
"Cusco","GROUP LEISURE",01/01/19,22/11/18,"1",999.76,6
"Cusco","GROUP LEISURE",08/12/19,22/11/18,"1",1967.33,17
"Cusco","LEISURE",13/02/19,22/11/18,"1",568.36,7
"Cusco","GROUP LEISURE",26/12/19,22/11/18,"1",6954.74,51
"Cusco","GROUP LEISURE",25/12/19,22/11/18,"1",1388.23,13
"Cusco","GROUP LEISURE",09/12/20,22/11/18,"1",960.6,9
"Cusco","GROUP LEISURE",28/12/20,22/11/18,"1",960.6,9
"Cusco","GROUP LEISURE",08/03/20,22/11/18,"1",960.6,9
"Cusco","LEISURE",16/04/20,22/11/18,"1",1323,7
"Cusco","LEISURE",26/04/20,22/11/18,"1",2566.55,11
"Cusco","GROUP LEISURE",17/12/18,22/11/18,"1",4593.03,46
"Cusco","GROUP CORPORATE",09/04/19,22/11/18,"1",14304.27,63
"Cusco","OTHER",27/03/19,22/11/18,"1",0,12
"Cusco","GROUP CORPORATE",08/08/20,22/11/18,"1",0,203
"Cusco","GROUP LEISURE",22/03/20,22/11/18,"1",1555.7,9
"Cusco","GROUP LEISURE",06/12/18,22/11/18,"1",240,2
"Cusco","GROUP LEISURE",11/03/20,22/11/18,"1",960.6,9
"Cusco","RETAIL",30/03/19,22/11/18,"1",175.78,1
"Cusco","RETAIL",27/12/18,22/11/18,"1",22269.9,58
"Cusco","SPG",14/02/19,22/11/18,"1",0,0
"Cusco","RETAIL",11/01/19,22/11/18,"1",1712.53,10
"Cusco","LEISURE",09/01/19,22/11/18,"1",2397,16
"Cusco","RETAIL",21/07/19,22/11/18,"1",357.92,2
"Cusco","RETAIL",28/12/18,22/11/18,"1",23694.4,51
"Cusco","RETAIL",21/01/19,22/11/18,"1",1506.18,10
"Cusco","LEISURE",06/08/19,22/11/18,"1",499,2
"Cusco","LEISURE",07/08/19,22/11/18,"1",615,3
"Cusco","LEISURE",07/05/19,22/11/18,"1",1727,10
"Cusco","LEISURE",31/12/18,22/11/18,"1",14354.59,78
"Cusco","LEISURE",26/11/18,22/11/18,"1",2303,12
"Cusco","LEISURE",23/04/19,22/11/18,"1",1089,5
"Cusco","LEISURE",20/06/19,22/11/18,"1",3744.72,18
"Cusco","LEISURE",23/07/19,22/11/18,"1",1154.4,6
"Cusco","LEISURE",30/01/19,22/11/18,"1",543,3
"Cusco","LEISURE",31/01/19,22/11/18,"1",354,2
"Cusco","RETAIL",09/12/18,22/11/18,"1",3572.95,22
"Cusco","RETAIL",05/01/19,22/11/18,"1",9532.75,49
"Cusco","RETAIL",06/01/19,22/11/18,"1",6284.99,32
"Cusco","LEISURE",02/06/19,22/11/18,"1",1626,9
"Cusco","SPG",27/06/19,22/11/18,"1",210,2
"Cusco","LEISURE",18/12/18,22/11/18,"1",3418.2,23
"Cusco","LEISURE",25/12/18,22/11/18,"1",9293.48,38
"Cusco","RETAIL",28/01/19,22/11/18,"1",744.85,6
"Cusco","LEISURE",01/06/19,22/11/18,"1",2255,11
"Cusco","SPG",12/12/18,22/11/18,"1",191.25,2
"Cusco","RETAIL",12/07/19,22/11/18,"1",2444.33,8
"Cusco","RETAIL",15/07/19,22/11/18,"1",549,1
"Cusco","RETAIL",28/07/19,22/11/18,"1",0,0
"Cusco","OTHER",02/01/19,22/11/18,"1",0,1
"Cusco","SPG",08/12/18,22/11/18,"1",221.25,2
"Cusco","SPG",09/12/18,22/11/18,"1",116.25,1
"Cusco","LEISURE",08/01/19,22/11/18,"1",1796,11
"Cusco","SPG",23/11/18,22/11/18,"1",390,4
"Cusco","LEISURE",02/09/19,22/11/18,"1",1042,5
"Cusco","SPG",24/05/19,22/11/18,"1",285,3
"Cusco","LEISURE",20/05/19,22/11/18,"1",1045.9,5
"Cusco","LEISURE",28/12/19,22/11/18,"1",2365.5,3
"Cusco","RETAIL",19/03/19,22/11/18,"1",1166.2,5
"Cusco","SPG",28/07/19,22/11/18,"1",0,0
"Cusco","SPG",01/01/19,22/11/18,"1",761.25,7
"Cusco","RETAIL",01/03/19,22/11/18,"1",1072.17,7
"Cusco","RETAIL",27/02/19,22/11/18,"1",484.32,3
"Cusco","RETAIL",15/03/19,22/11/18,"1",948.2,6
"Cusco","LEISURE",20/02/19,22/11/18,"1",2273,13
"Cusco","RETAIL",25/12/18,22/11/18,"1",7982.29,27
"Cusco","LEISURE",25/09/19,22/11/18,"1",854.9,4
"Cusco","CORPORATE",05/04/19,22/11/18,"1",135,1
"Cusco","LEISURE",21/03/20,22/11/18,"1",170,1
"Cusco","LEISURE",04/02/19,22/11/18,"1",174,1
"Cusco","SPG",08/08/19,22/11/18,"1",105,1
"Cusco","LEISURE",03/07/19,22/11/18,"1",1952,9
"Cusco","LEISURE",04/07/19,22/11/18,"1",1558,7
"Cusco","RETAIL",07/07/19,22/11/18,"1",569,1
"Cusco","OTHER",28/03/19,22/11/18,"1",0,0
"Cusco","RETAIL",19/02/19,22/11/18,"1",498.68,3
"Cusco","SPG",05/04/19,22/11/18,"1",530,5
"Cusco","CORPORATE",22/12/18,22/11/18,"1",350,2
"Cusco","LEISURE",28/05/19,22/11/18,"1",3233.7,16
"Cusco","LEISURE",27/12/19,22/11/18,"1",0,0
"Cusco","OTHER",27/02/19,22/11/18,"1",0,8
"Cusco","SPG",29/05/19,22/11/18,"1",395,4
"Cusco","LEISURE",14/10/19,22/11/18,"1",215,1
"Cusco","LEISURE",15/10/19,22/11/18,"1",399,2
"Cusco","LEISURE",13/08/19,22/11/18,"1",174,1
"Cusco","LEISURE",08/02/20,22/11/18,"1",692,4
"Cusco","GROUP LEISURE",03/02/19,22/11/18,"1",1110.12,5
"Cusco","GROUP LEISURE",28/11/18,22/11/18,"1",2176,16
"Cusco","SPG",18/04/19,22/11/18,"1",453.75,5
"Cusco","LEISURE",11/12/18,22/11/18,"1",2213,13
"Cusco","LEISURE",12/11/19,22/11/18,"1",174,1
"Cusco","LEISURE",14/11/19,22/11/18,"1",129,1
"Cusco","RETAIL",03/04/19,22/11/18,"1",279.65,1
"Cusco","CORPORATE",19/04/19,22/11/18,"1",135,1
"Cusco","RETAIL",04/07/19,22/11/18,"1",1024.1,3
"Cusco","RETAIL",12/04/19,22/11/18,"1",1439.6,5
"Cusco","RETAIL",13/02/19,22/11/18,"1",1490.76,10
"Cusco","SPG",08/02/19,22/11/18,"1",105,1
"Cusco","SPG",31/05/19,22/11/18,"1",245,2
"Cusco","GROUP LEISURE",03/01/19,22/11/18,"1",2352.66,19
"Cusco","RETAIL",20/05/19,22/11/18,"1",1684.81,6
"Cusco","LEISURE",02/07/19,22/11/18,"1",576,3
"Cusco","LEISURE",19/11/19,22/11/18,"1",0,0
"Cusco","LEISURE",06/07/19,22/11/18,"1",1137.7,5
"Cusco","SPG",29/08/19,22/11/18,"1",105,1
"Cusco","SPG",16/05/19,22/11/18,"1",320,3
"Cusco","RETAIL",19/09/19,22/11/18,"1",998,2
"Cusco","RETAIL",03/09/19,22/11/18,"1",591.65,2
"Cusco","GROUP LEISURE",09/12/19,22/11/18,"1",1028.07,10
"Cusco","GROUP LEISURE",25/03/19,22/11/18,"1",2568.96,26
"Cusco","OTHER",20/03/19,22/11/18,"1",0,3
"Cusco","SPG",09/07/19,22/11/18,"1",315,3
"Cusco","CORPORATE",01/06/19,22/11/18,"1",155,1
"Cusco","LEISURE",09/01/20,22/11/18,"1",228,1
"Cusco","LEISURE",01/08/19,22/11/18,"1",249,1
"Cusco","RETAIL",26/08/19,22/11/18,"1",263,1
"Cusco","RETAIL",27/08/19,22/11/18,"1",263.4,1
"Cusco","SPG",13/01/19,22/11/18,"1",75,1
"Cusco","GROUP LEISURE",03/12/18,22/11/18,"1",0,0
"Cusco","SPG",27/11/18,22/11/18,"1",402.5,3
"Cusco","GROUP LEISURE",10/12/18,22/11/18,"1",423,4
"Cusco","OTHER",01/06/19,22/11/18,"1",0,3
"Cusco","CORPORATE",09/01/19,22/11/18,"1",168,1
"Cusco","RETAIL",13/09/19,22/11/18,"1",464.55,1
"Cusco","SPG",21/03/19,22/11/18,"1",0,0
"Cusco","OTHER",10/02/19,22/11/18,"1",0,0
"Cusco","SPG",01/10/19,22/11/18,"1",210,2
"Cusco","SPG",05/10/19,22/11/18,"1",105,1
"Cusco","LEISURE",17/06/19,22/11/18,"1",174,1
"Cusco","SPG",18/01/19,22/11/18,"1",75,1
"Cusco","SPG",12/02/19,22/11/18,"1",75,1
"Cusco","RETAIL",01/04/19,22/11/18,"1",279.2,1
"Cusco","OTHER",14/01/19,22/11/18,"1",0,1
"Cusco","RETAIL",02/08/19,22/11/18,"1",913,2
"Cusco","LEISURE",26/02/19,22/11/18,"1",842,5
"Cusco","RETAIL",08/07/19,22/11/18,"1",0,0
"Cusco","SPG",29/03/19,22/11/18,"1",0,0
"Cusco","LEISURE",15/11/19,22/11/18,"1",0,0
"Cusco","OTHER",08/05/19,22/11/18,"1",0,7
"Cusco","SPG",15/06/19,22/11/18,"1",105,1
"Tambo del Inka","LEISURE",27/12/18,21/11/18,"1",16010.54,38
"Tambo del Inka","RETAIL",27/11/18,21/11/18,"1",1827.92,8
"Tambo del Inka","SPG",30/12/18,21/11/18,"1",1768.12,15
"Tambo del Inka","SPG",25/12/18,21/11/18,"1",2875.37,24
"Tambo del Inka","LEISURE",08/04/19,21/11/18,"1",2576.75,10
"Tambo del Inka","LEISURE",22/05/19,21/11/18,"1",645,3
"Tambo del Inka","LEISURE",20/05/19,21/11/18,"1",9042.1,38
"Tambo del Inka","LEISURE",02/01/19,21/11/18,"1",12829.67,50
"Tambo del Inka","SPG",21/12/18,21/11/18,"1",1285.09,11
"Tambo del Inka","SPG",20/05/19,21/11/18,"1",1106.06,9
"Tambo del Inka","RETAIL",28/12/18,21/11/18,"1",24239.97,37
"Tambo del Inka","LEISURE",27/07/19,21/11/18,"1",265,1
"Tambo del Inka","SPG",20/12/18,21/11/18,"1",349.03,3
"Tambo del Inka","SPG",26/04/19,21/11/18,"1",384,3
"Tambo del Inka","SPG",27/04/19,21/11/18,"1",247,2
"Tambo del Inka","SPG",13/04/19,21/11/18,"1",820.95,7
"Tambo del Inka","SPG",14/04/19,21/11/18,"1",1408.98,11
"Tambo del Inka","SPG",27/02/19,21/11/18,"1",137,1
"Tambo del Inka","LEISURE",22/11/18,21/11/18,"1",1813.05,6
"Tambo del Inka","LEISURE",01/05/19,21/11/18,"1",3719.82,18
"Tambo del Inka","RETAIL",02/05/19,21/11/18,"1",1160.1,3
"Tambo del Inka","SPG",18/04/19,21/11/18,"1",825,6
"Tambo del Inka","SPG",11/03/19,21/11/18,"1",0,0
"Tambo del Inka","RETAIL",23/11/18,21/11/18,"1",4572,19
"Tambo del Inka","RETAIL",10/03/19,21/11/18,"1",0,0
"Tambo del Inka","LEISURE",18/02/19,21/11/18,"1",1792.22,9
"Tambo del Inka","LEISURE",19/02/19,21/11/18,"1",2283.22,11
"Tambo del Inka","LEISURE",06/12/18,21/11/18,"1",332,1
"Tambo del Inka","RETAIL",17/05/19,21/11/18,"1",1057,3
"Tambo del Inka","RETAIL",09/12/18,21/11/18,"1",1465.31,5
"Tambo del Inka","OTHER",10/02/19,21/11/18,"1",0,1
"Tambo del Inka","OTHER",19/12/18,21/11/18,"1",0,1
"Tambo del Inka","OTHER",17/12/18,21/11/18,"1",0,1
"Tambo del Inka","SPG",10/02/19,21/11/18,"1",274,2
"Tambo del Inka","LEISURE",27/01/19,21/11/18,"1",373,1
"Tambo del Inka","RETAIL",18/12/18,21/11/18,"1",3911.99,14
"Tambo del Inka","LEISURE",08/12/18,21/11/18,"1",194,1
"Tambo del Inka","LEISURE",15/09/19,21/11/18,"1",1631,7
"Tambo del Inka","RETAIL",26/04/19,21/11/18,"1",1807,3
"Tambo del Inka","SPG",16/04/19,21/11/18,"1",1293.92,10
"Tambo del Inka","SPG",27/05/19,21/11/18,"1",962,7
"Tambo del Inka","SPG",20/06/19,21/11/18,"1",137,1
"Tambo del Inka","RETAIL",24/06/19,21/11/18,"1",1650.88,7
"Tambo del Inka","SPG",14/06/19,21/11/18,"1",777.1,6
"Tambo del Inka","OTHER",24/12/18,21/11/18,"1",0,1
"Tambo del Inka","LEISURE",21/06/19,21/11/18,"1",3247.06,14
"Tambo del Inka","LEISURE",20/04/19,21/11/18,"1",4455.53,14
"Tambo del Inka","LEISURE",28/04/19,21/11/18,"1",1430,5
"Tambo del Inka","OTHER",11/05/19,21/11/18,"1",0,7
"Tambo del Inka","SPG",13/05/19,21/11/18,"1",418.06,4
"Tambo del Inka","SPG",22/01/19,21/11/18,"1",414,3
"Tambo del Inka","RETAIL",08/04/19,21/11/18,"1",428.9,2
"Tambo del Inka","SPG",06/03/19,21/11/18,"1",274,2
"Tambo del Inka","LEISURE",28/01/19,21/11/18,"1",0,0
"Tambo del Inka","LEISURE",13/12/18,21/11/18,"1",573,3
"Tambo del Inka","LEISURE",06/04/19,21/11/18,"1",571,2
"Tambo del Inka","SPG",23/05/19,21/11/18,"1",623.03,5
"Tambo del Inka","OTHER",18/03/19,21/11/18,"1",0,3
"Tambo del Inka","RETAIL",11/02/19,21/11/18,"1",559,1
"Tambo del Inka","LEISURE",30/06/19,21/11/18,"1",3331,13
"Tambo del Inka","SPG",22/06/19,21/11/18,"1",72.03,1
"Tambo del Inka","LEISURE",26/04/19,21/11/18,"1",1440,5
"Tambo del Inka","RETAIL",01/06/19,21/11/18,"1",1696,4
"Tambo del Inka","SPG",09/06/19,21/11/18,"1",366.1,3
"Tambo del Inka","CORPORATE",18/12/18,21/11/18,"1",560,3
"Tambo del Inka","LEISURE",08/07/19,21/11/18,"1",398,1
"Tambo del Inka","SPG",10/07/19,21/11/18,"1",554,4
"Tambo del Inka","RETAIL",22/05/19,21/11/18,"1",718.62,4
"Tambo del Inka","LEISURE",20/10/19,21/11/18,"1",223,1
"Tambo del Inka","LEISURE",24/12/19,21/11/18,"1",0,0
"Tambo del Inka","RETAIL",03/08/19,21/11/18,"1",439,1
"Tambo del Inka","RETAIL",22/01/19,21/11/18,"1",865,5
"Tambo del Inka","OTHER",15/01/19,21/11/18,"1",0,1
"Tambo del Inka","OTHER",18/12/18,21/11/18,"1",0,1
"Tambo del Inka","OTHER",27/01/19,21/11/18,"1",0,1
"Tambo del Inka","OTHER",10/12/18,21/11/18,"1",0,3
"Tambo del Inka","OTHER",04/02/19,21/11/18,"1",0,1
"Tambo del Inka","OTHER",11/12/18,21/11/18,"1",0,3
"Tambo del Inka","SPG",07/12/18,21/11/18,"1",137,1
"Tambo del Inka","LEISURE",24/07/19,21/11/18,"1",0,0
"Tambo del Inka","SPG",14/09/19,21/11/18,"1",277,2
"Tambo del Inka","SPG",27/06/19,21/11/18,"1",137,1
"Tambo del Inka","GROUP CORPORATE",24/11/18,21/11/18,"1",1992.94,7
"Tambo del Inka","LEISURE",28/12/19,21/11/18,"1",5189,11
"Tambo del Inka","LEISURE",29/12/19,21/11/18,"1",2742,6
"Tambo del Inka","LEISURE",10/07/19,21/11/18,"1",298,1
"Tambo del Inka","GROUP LEISURE",28/11/18,21/11/18,"1",2435,13
"Tambo del Inka","GROUP LEISURE",04/03/19,21/11/18,"1",4547.14,24
"Tambo del Inka","GROUP LEISURE",15/04/19,21/11/18,"1",7022,38
"Tambo del Inka","GROUP LEISURE",13/04/19,21/11/18,"1",4030,22
"Tambo del Inka","GROUP LEISURE",31/08/19,21/11/18,"1",3154,16
"Tambo del Inka","GROUP LEISURE",01/09/19,21/11/18,"1",4909,25
"Tambo del Inka","GROUP LEISURE",28/09/19,21/11/18,"1",3520.32,17
"Tambo del Inka","GROUP LEISURE",14/02/19,21/11/18,"1",8291.67,43
"Tambo del Inka","GROUP LEISURE",05/10/19,21/11/18,"1",3735.45,18
"Tambo del Inka","GROUP LEISURE",07/01/20,21/11/18,"1",9285.66,48
"Tambo del Inka","GROUP LEISURE",19/07/19,21/11/18,"1",5204.06,24
"Tambo del Inka","GROUP LEISURE",16/02/20,21/11/18,"1",2378.62,12
"Tambo del Inka","GROUP LEISURE",15/03/20,21/11/18,"1",1401.74,7
"Tambo del Inka","GROUP LEISURE",04/04/20,21/11/18,"1",3978.97,19
"Tambo del Inka","GROUP LEISURE",18/04/20,21/11/18,"1",4221.73,23
"Tambo del Inka","GROUP LEISURE",11/10/20,21/11/18,"1",1401.74,7
"Tambo del Inka","GROUP LEISURE",20/04/19,21/11/18,"1",1411.25,7
"Tambo del Inka","LEISURE",30/01/20,21/11/18,"1",1739.78,9
"Tambo del Inka","LEISURE",15/08/19,21/11/18,"1",278,1
"Tambo del Inka","SPG",13/12/18,21/11/18,"1",411,3
"Tambo del Inka","RETAIL",12/02/19,21/11/18,"1",0,0
"Tambo del Inka","RETAIL",29/08/19,21/11/18,"1",722.4,2
"Tambo del Inka","GROUP CORPORATE",22/11/18,21/11/18,"1",277.57,1
"Tambo del Inka","GROUP LEISURE",26/03/19,21/11/18,"1",16419.64,73
"Tambo del Inka","GROUP LEISURE",17/10/19,21/11/18,"1",3547.74,24
"Tambo del Inka","RETAIL",17/06/19,21/11/18,"1",555,3
"Tambo del Inka","RETAIL",01/07/19,21/11/18,"1",1665,9
"Tambo del Inka","LEISURE",10/11/19,21/11/18,"1",4904.13,22
"Tambo del Inka","GROUP LEISURE",29/11/19,21/11/18,"1",2712.31,14
"Tambo del Inka","GROUP LEISURE",14/01/20,21/11/18,"1",718.61,4
"Tambo del Inka","GROUP LEISURE",19/06/20,21/11/18,"1",1999.51,9
"Tambo del Inka","GROUP LEISURE",17/07/20,21/11/18,"1",2221.68,10
"Tambo del Inka","GROUP LEISURE",10/12/19,21/11/18,"1",5209.09,28
"Tambo del Inka","GROUP LEISURE",06/10/20,21/11/18,"1",1350.64,7
"Tambo del Inka","GROUP LEISURE",07/10/20,21/11/18,"1",991.33,5
"Tambo del Inka","RETAIL",25/05/19,21/11/18,"1",1102.3,3
"Tambo del Inka","RETAIL",15/12/18,21/11/18,"1",2442.82,9
"Tambo del Inka","LEISURE",19/09/19,21/11/18,"1",893,3
"Tambo del Inka","GROUP LEISURE",22/01/19,21/11/18,"1",1850,10
"Tambo del Inka","GROUP LEISURE",05/02/19,21/11/18,"1",6563.25,34
"Tambo del Inka","GROUP LEISURE",21/06/19,21/11/18,"1",9409.69,44
"Tambo del Inka","RETAIL",14/10/19,21/11/18,"1",1850,10
"Tambo del Inka","RETAIL",15/10/19,21/11/18,"1",1850,10
"Tambo del Inka","GROUP LEISURE",17/03/19,21/11/18,"1",5857.14,34
"Tambo del Inka","GROUP LEISURE",20/02/19,21/11/18,"1",1512.63,8
"Tambo del Inka","GROUP LEISURE",18/02/20,21/11/18,"1",359.31,2
"Tambo del Inka","GROUP LEISURE",24/02/20,21/11/18,"1",1815.95,12
"Tambo del Inka","GROUP LEISURE",11/09/20,21/11/18,"1",1777.34,8
"Tambo del Inka","GROUP LEISURE",25/09/20,21/11/18,"1",1999.51,9
"Tambo del Inka","GROUP LEISURE",12/08/19,21/11/18,"1",3386.3,18
"Tambo del Inka","GROUP CORPORATE",01/03/20,21/11/18,"1",11400,50
"Tambo del Inka","GROUP LEISURE",27/10/20,21/11/18,"1",1705.54,9
"Tambo del Inka","SPG",11/01/19,21/11/18,"1",0,0
"Tambo del Inka","GROUP LEISURE",04/08/19,21/11/18,"1",663,3
"Tambo del Inka","GROUP LEISURE",23/07/19,21/11/18,"1",4366.23,25
"Tambo del Inka","GROUP LEISURE",06/04/20,21/11/18,"1",359.31,5
"Tambo del Inka","GROUP LEISURE",28/04/20,21/11/18,"1",2155.84,12
"Tambo del Inka","GROUP LEISURE",14/08/19,21/11/18,"1",2239.12,10
"Tambo del Inka","GROUP LEISURE",18/06/19,21/11/18,"1",3566.6,19
"Tambo del Inka","GROUP LEISURE",20/12/19,21/11/18,"1",2126.4,11
"Tambo del Inka","GROUP LEISURE",03/10/19,21/11/18,"1",1105.33,6
"Tambo del Inka","CORPORATE",08/01/19,21/11/18,"1",0,0
"Tambo del Inka","GROUP LEISURE",17/06/19,21/11/18,"1",2035,11
"Tambo del Inka","GROUP LEISURE",30/03/19,21/11/18,"1",2594.78,12
"Tambo del Inka","GROUP LEISURE",25/05/20,21/11/18,"1",1437.22,8
"Tambo del Inka","GROUP LEISURE",27/02/20,21/11/18,"1",1456.64,10
"Tambo del Inka","GROUP LEISURE",24/03/19,21/11/18,"1",17388.55,80
"Tambo del Inka","RETAIL",13/06/19,21/11/18,"1",299.9,1
"Tambo del Inka","CORPORATE",17/12/18,21/11/18,"1",338,2
"Tambo del Inka","SPG",15/10/19,21/11/18,"1",0,0
"Tambo del Inka","GROUP LEISURE",10/02/20,21/11/18,"1",3409.31,20
"Tambo del Inka","SPG",31/08/19,21/11/18,"1",140,1
"Tambo del Inka","SPG",01/09/19,21/11/18,"1",140,1
"Tambo del Inka","SPG",28/08/19,21/11/18,"1",0,0
"Tambo del Inka","GROUP LEISURE",03/02/19,21/11/18,"1",3011.8,16
"Tambo del Inka","GROUP LEISURE",10/08/20,21/11/18,"1",359.31,2
"Tambo del Inka","GROUP LEISURE",17/08/20,21/11/18,"1",359.31,2
"Tambo del Inka","GROUP LEISURE",01/09/20,21/11/18,"1",359.31,2
"Tambo del Inka","LEISURE",12/12/19,21/11/18,"1",4226.22,16
"Tambo del Inka","GROUP LEISURE",20/09/19,21/11/18,"1",3397.56,16
"Tambo del Inka","GROUP LEISURE",15/11/20,21/11/18,"1",1817,12
"Tambo del Inka","GROUP LEISURE",29/06/19,21/11/18,"1",3350.52,16
"Tambo del Inka","GROUP LEISURE",27/07/19,21/11/18,"1",1011.15,5
"Tambo del Inka","GROUP LEISURE",31/07/19,21/11/18,"1",1982.66,10
"Tambo del Inka","SPG",12/02/19,21/11/18,"1",140,1
"Tambo del Inka","SPG",04/10/19,21/11/18,"1",140,1
"Tambo del Inka","GROUP LEISURE",05/11/19,21/11/18,"1",4009.52,22
"Tambo del Inka","GROUP LEISURE",16/12/19,21/11/18,"1",1616.88,9
"Tambo del Inka","GROUP LEISURE",20/10/20,21/11/18,"1",359.31,2
"Tambo del Inka","GROUP LEISURE",29/02/20,21/11/18,"1",9716.76,50
"Tambo del Inka","LEISURE",03/10/19,21/11/18,"1",269,1
"Tambo del Inka","RETAIL",15/01/19,21/11/18,"1",43.12,1
"Tambo del Inka","SPG",16/01/19,21/11/18,"1",137,1
"Tambo del Inka","GROUP LEISURE",07/03/20,21/11/18,"1",8545.66,44
"Tambo del Inka","GROUP CORPORATE",27/04/19,21/11/18,"1",7749.25,36
"Tambo del Inka","GROUP LEISURE",23/05/19,21/11/18,"1",143.74,1
"Tambo del Inka","RETAIL",09/07/19,21/11/18,"1",3048,7
"Tambo del Inka","GROUP LEISURE",28/03/20,21/11/18,"1",3465.91,16
"Tambo del Inka","LEISURE",13/07/19,21/11/18,"1",357,1
"Tambo del Inka","RETAIL",14/03/19,21/11/18,"1",692.9,2
"Tambo del Inka","RETAIL",30/03/19,21/11/18,"1",260.84,1
"Tambo del Inka","GROUP LEISURE",01/05/20,21/11/18,"1",1333.01,6
"Tambo del Inka","LEISURE",29/07/19,21/11/18,"1",584,2
"Tambo del Inka","LEISURE",01/08/19,21/11/18,"1",584,2
"Tambo del Inka","GROUP LEISURE",29/08/19,21/11/18,"1",143.74,1
"Tambo del Inka","SPG",22/08/19,21/11/18,"1",137,1
"Tambo del Inka","GROUP CORPORATE",14/01/19,21/11/18,"1",3043,17
"Westin","OTHER",21/12/18,21/11/18,"1",670,12
"Westin","CORPORATE",06/12/18,21/11/18,"1",9343,47
"Westin","CORPORATE",27/11/18,21/11/18,"1",25386.9,117
"Westin","SPG",22/11/18,21/11/18,"1",138.03,2
"Westin","LEISURE",18/01/19,21/11/18,"1",1072.5,5
"Westin","LEISURE",26/01/19,21/11/18,"1",0,0
"Westin","CORPORATE",22/11/18,21/11/18,"1",19699.6,102
"Westin","CORPORATE",23/11/18,21/11/18,"1",8458.6,44
"Westin","RETAIL",25/12/18,21/11/18,"1",2202.39,12
"Westin","CORPORATE",12/12/18,21/11/18,"1",14366,79
"Westin","CORPORATE",11/12/18,21/11/18,"1",15217,85
"Westin","LEISURE",17/02/19,21/11/18,"1",167,1
"Westin","LEISURE",20/02/19,21/11/18,"1",0,0
"Westin","RETAIL",21/12/18,21/11/18,"1",4150.96,24
"Westin","CORPORATE",07/12/18,21/11/18,"1",3911,21
"Westin","OTHER",30/12/18,21/11/18,"1",670,8
